"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Minos Nikolakakis","Minos Nikolakakis","John De Holland, Minos Nikolakakis","Dark Star Pictures","Minos Nikolakakis, Inkas Film & T.V. Productions, Authorwave, Greek Film Center, Multivision, ERT SA, Melancholy Star","Horror, Fantasy","Greek","Aug 28, 2020, Limited","Sep 8, 2020","1h 29m","Scope (2.35:1)","A village doctor uncovers the dark secret of an isolated woman who lives with a mysterious skin condition.",65,NA,"Entwined"
