"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jonathan Jakubowicz","Marco Beckmann, Claudine Jakubowicz, Dan Maag","Jonathan Jakubowicz","Riverstone Pictures, Pantaleon Films, Ingenious Media, Vertical Media","R (Some Violence)","Biography, History, Drama","English","Mar 25, 2020","$6.5K","2h 0m","Scope (2.35:1)","Before he becomes world-famous mime Marcel Marceau, aspiring Jewish actor Marcel Mangel joins the French Resistance to save thousands of orphaned children from the Nazis.",57,79,"Resistance"
