"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Vittorio De Sica","Carlo Ponti","Eduardo De Filippo, Renato Castellani, Tonino Guerra, Leonardo Benvenuti, Piero De Bernardi","Emerging Pictures","Compagnia Cinematografica Champion","Comedy, Drama","Italian","Dec 20, 1964, Original","Sep 23, 2011","Nov 30, 2016","$5.0K","1h 42m","Mono","When handsome, successful Domenico (Marcello Mastroianni) first meets the sexy young waif Filomena (Sophia Loren) in Naples during World War II, he is instantly smitten. Flash forward to the postwar years, and the two meet again, sparking a passionate affair that spans two decades. But when Filomena -- who has now become Domenico's kept woman and has secretly borne his children -- learns that her lover is planning to wed another, she stops at nothing to hook him into marrying her instead.",80,84,"Marriage Italian Style"
