"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philip Haas","Kerry Orent, Belinda Haas","A.S. Byatt, Belinda Haas, Philip Haas","Samuel Goldwyn Company, MGM/UA Home Entertainment Inc.","Samuel Goldwyn Company","R","Drama","English","Jan 26, 1995, Original","$3.4M","1h 58m","Surround","In Victorian England, wealthy patriarch Sir Harald Alabaster (Jeremy Kemp) invites an impoverished biologist, William Adamson (Mark Rylance), into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia (Patsy Kensit). William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",68,67,"Angels and Insects"
