"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rob Reiner","Castle Rock Entertainment, New Line Cinema","PG","Kids & Family, Comedy, Drama","English","Jul 22, 1994, Limited","Jan 1, 2013","$6.6M","1h 28m","Surround, Stereo","North (Elijah Wood) is a talented and bright kid, but his mom (Julia Louis-Dreyfus) and dad (Jason Alexander) are utterly preoccupied with other things in their lives, leaving him largely ignored. Advised by a mysterious man (Bruce Willis) who pops up on occasion, North decides to legally separate himself from his parents and goes on a search across the globe for the ideal mother and father. Unfortunately for the young boy, most of the people that he meets have very little potential.",14,27,"North"
