"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nima Nourizadeh","Todd Phillips","Matt Drake, Michael Bacall","Warner Bros. Pictures","Silver Pictures, Green Hat Films","R (Pervasive Language|Crude Sexual Content Throughou|All Involving Teens|Nudity|Drinking|Reckless Behavior|Drugs|Mayhem)","Comedy","English","Mar 2, 2012, Wide","Mar 19, 2013","$54.7M","1h 28m","Datasat, SDDS, Dolby Digital","Thomas (Thomas Mann), Costa (Oliver Cooper) and JB (Jonathan Daniel Brown) are three anonymous high-school seniors who are determined to finally make their mark. But how to make themselves unforgettable in the annals of high-school history? With an epic party, of course! The idea is innocent enough, but nothing could prepare the three friends for this shindig. As word of the soiree's awesomeness spreads, dreams are ruined, records are blemished, and legends are born.",29,61,"Project X"
