"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"D.W. Griffith","D.W. Griffith","Dorothy Donnelly, Forrest Halsey","Grapevine Video, United Artists, Image Entertainment Inc., Reel Media International [us]","Paramount Pictures","Comedy","Aug 2, 1925, Original","Feb 16, 1999","1h 31m","Academy (1.33:1), 35mm","When her circus mother dies after being disowned, young Sally (Carol Dempster) is raised by Professor Eustace McGargle (W.C. Fields), a juggler and small-time con man. McGargle trains Sally to dance for his opening act, and the pair joins a carnival based in Green Meadow, Conn. Sally's grandparents, the Fosters, still live in the area, but neither the young girl nor stern Judge Foster (Erville Alderson) and his wife (Effie Shannon) know they are related.",75,56,"Sally of the Sawdust"
