"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Melvin Frank","Melvin Frank","Warner Bros.","PG","Comedy, Drama","English","Mar 14, 1975, Limited","Jan 1, 2009","1h 45m","Neurotic middle-aged New Yorker Mel Edison (Jack Lemmon) is fired from his advertising job, forcing his loving wife, Edna (Anne Bancroft), to become the couple's sole breadwinner. Feeling emasculated, he begins to fall into a depression. A summer heat wave, unthoughtful neighbors and a robbery only worsen matters. When Mel finally suffers a nervous breakdown, he relies on those closest to him, including Edna and his brother Harry (Gene Saks), to restore his sanity.",44,67,"The Prisoner of Second Avenue"
