"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Anthony Asquith, Leslie Howard","Gabriel Pascal","George Bernard Shaw, George Bernard Shaw, W.P. Lipscomb, Cecil Lewis, Ian Dalrymple, Anatole de Grunwald","Loew's Inc.","Metro Goldwyn Mayer","Romance, Comedy","English (United Kingdom)","Mar 16, 1938, Original","Dec 1, 1938","May 5, 2017","1h 36m","Mono","35mm","When linguistics professor Henry Higgins (Leslie Howard) boasts that he can pass off Cockney flower girl Eliza Doolittle (Wendy Hiller) as a princess with only six months' training, Colonel George Pickering (Scott Sunderland) takes him up on the bet. Eliza moves into Higgins's home and begins her rigorous training after the professor comes to a financial agreement with her dustman father, Alfred (Wilfrid Lawson). But the plucky young woman is not the only one undergoing a transformation.",95,85,"Pygmalion"
