"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mina Shum","Stephen Hegyes, Rose Lam Waddell","PG-13","Drama","English","Oct 20, 2019","$486.8K","1h 32m","Stereo, Surround","Jade Li (Sandra Oh) is an independent 22-year-old Chinese-Canadian struggling to live the life she wants while not disappointing her traditional Chinese parents. In an effort to encourage their daughter to start a family, Jade's parents set her up on a series of dates with nice, traditional Chinese boys, but Jade is not interested. When she meets a Caucasian grad student named Mark (Callum Rennie), she has to decide how much her own happiness is worth.",75,70,"Double Happiness"
