"Director","Producer","Production Co","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Éric Rohmer","Margaret Ménégoz","Les Films du Losange, Compagnie Éric Rohmer, Les Films du Carrosse","PG","Comedy, Drama","French (France)","1h 37m","Mono","Impetuous and restless art student Sabine (Béatrice Romand) is tired of her dead-end job and her married boyfriend, Simon (Féodor Atkine), so she drops both of them. Then, through her pal Clarisse (Arielle Dombasle), she meets Edmond (André Dussollier), an attorney 10 years her senior. Immediately, she decides marriage is just the change she needs, and that Edmond is the perfect candidate for a husband. And so begins her relentless pursuit of matrimony, much to Edmond's chagrin.",85,74,"A Good Marriage"
