"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Hayao Miyazaki","Jane Schonberger, Hayao Miyazaki","Jack Fletcher, Eiko Kadono, Hayao Miyazaki, John Semper","Walt Disney Pictures","Buena Vista (Walt Disney)","G","Kids & Family, Adventure, Anime","Japanese","Sep 1, 1998, Original","Oct 26, 2024","Dec 10, 2019","1h 43m","Surround, Dolby","35mm, Flat (1.85:1)","In this anime feature, 13-year-old Kiki moves to a seaside town with her talking cat, Jiji, to spend a year alone, in accordance with her village's tradition for witches in training. After learning to control her broomstick, Kiki sets up a flying courier service and soon becomes a fixture in the community. But when the insecure young witch begins questioning herself and loses her magic abilities, she must overcome her self-doubt to get her powers back.",98,88,"Kiki's Delivery Service"
