"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Sholder","Chanticleer Films, New Line Television, Inc., Fox West Pictures","PG-13","Sci-Fi","English","Nov 28, 2006","1h 40m","Barry Thomas (Jonathan Silverman) lives an unexciting life as an office worker at a science lab, where he has fallen in love with a brilliant, attractive young scientist named Lisa Fredericks (Helen Slater). Barry is devastated when he witnesses Lisa's murder in the office parking lot. However, when he realizes that a bizarre electrical accident at his company's lab has left him in a 24-hour ""time loop,"" he attempts to save Lisa and return to a normal timeline.",40,64,"12:01"
