"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"John Cassavetes","Stanley Kramer","Abby Mann","Stanley Kramer Company","Drama","English","Nov 24, 2015","1h 42m","Music teacher Jean Hansen (Judy Garland) works with children at a state mental hospital. Although often at odds with the autocratic director, Dr. Matthew Clark (Burt Lancaster), about teaching methods, she quickly bonds with her students, particularly 12-year-old Reuben (Bruce Ritchey), whose parents, Sophie (Gena Rowlands) and Ted (Steven Hill), left the boy at the institution following their divorce. As the students practice for a Thanksgiving pageant, Jean questions the parents' decision.",92,74,"A Child Is Waiting"
