"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jennifer Chambers Lynch","Carl Mazzocone, Philippe Caland","R","Drama","English","$1.2M","1h 47m","Stereo, Surround","A rich surgeon (Julian Sands) operates on the object of his obsession, his grotesquely disfigured aloof neighbor (Sherilyn Fenn).",17,35,"Boxing Helena"
