"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Christopher Scott Cherot","Andrew Lauren, Judd Landon","Slowhand Cinema Releasing","Andrew Lauren Productions","R","Drama, Romance","English","May 10, 2002, Original","Oct 28, 2005","Jul 1, 2012","$3.0M","1h 36m","Summer G (Richard T. Jones), an aspiring rapper, finds himself enamored with a young woman named Sky Hightower (Chenoa Maxwell), an ambitious social climber who is wary of Summer's low-class status. Although she rejects him for Chip (Blair Underwood), who works in the lucrative world of finance, that only pushes Summer to work even harder to make himself a wealthy and important man -- someone Sky will love. However, he encounters problems from both the old money guard and from Sky herself.",28,60,"G"
