"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jerry Jameson","William Frye","ITC Films","PG","Adventure","English (United Kingdom)","Aug 10, 2016","1h 54m","Surround","A U.S. admiral (Jason Robards) and his team (Richard Jordan, David Selby) compete with Russians in an attempt to salvage the luxury liner.",38,28,"Raise the Titanic"
