"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Louis Morneau","Richard Donner, Joel Silver","Columbia, TriStar Pictures","R","Action","English","Dec 28, 1999","1h 31m","Bill ""The Mouth"" Manucci (James Belushi), a mobster-turned-FBI informant, has entered the witness protection program and relocated to the country. He's sitting on $12 million stolen from the mob, but that doesn't mean he's left criminal life behind completely. Bill already owes money to the owner of a secluded crystal meth lab, and things get more complicated when thugs sent by the ""Skipper,"" the man Bill betrayed, come to retrieve the $12 million -- and to ice Bill for being a snitch.",20,49,"Made Men"
