"Director","Producer","Screenwriter","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacqueline Audry","Jacqueline Audry, Jean Paris","Pierre Laroche","Drama, LGBTQ+","French (Canada)","Aug 16, 2019","Dec 2, 2019","$7.3K","1h 36m","A girl falls in love with her finishing school headmistress, who feels the same but tries to suppress her desires.",100,82,"Olivia"
