"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bryan Spicer, Steve Wang","Suzanne Todd","John Kamps, Arne Olsen","Fox, 20th Century Fox","20th Century Fox","PG","Kids & Family, Action","English","Jun 30, 1995, Original","Nov 30, 2016","$35.9M","1h 35m","Surround","After a construction crew accidentally cracks open a gigantic egg that has imprisoned evil maniac Ivan Ooze (Paul Freeman) for centuries, the Mighty Morphin Power Rangers prepare to face their most formidable foe yet. The vengeful Ooze kills their elderly mentor, Zordon (Nicholas Bell), and with him the source of the Rangers' power. Stunned by Zordon's death, the Rangers struggle to contain Ooze without the help of the Zords, the giant mechanical robots they have grown to depend upon in battle.",32,57,"Mighty Morphin Power Rangers: The Movie"
