"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"David Leland","Stephen Woolley","R","Drama","English","$5.2K","1h 33m","Scottish miner Danny Scoular (Liam Neeson) loses his job, and, when his past as a political activist prevents him from landing a new one, he accepts gangster Matt Mason's (Ian Bannen) offer to fight in illegal boxing matches. Danny is pleased to be making money, but he soon realizes that he's involved with a big criminal syndicate. When his former friend, Frankie (Billy Connolly), makes a move on his wife, Beth (Joanne Whalley-Kilmer), Danny summons his courage and stands up to Mason.",43,43,"Crossing the Line"
