"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Douglas Sirk","Ellis St. Joseph","United Artists","Arnold Pressburger Films","Drama","English","Jul 9, 1946, Original","Oct 4, 2016","1h 40m","In 1805 Paris, petty criminal and lothario Eugene-Francois Vidocq (George Sanders) and his cellmate escape from prison. Pretending to be soldiers, they travel to Marseilles where attractive young singer Loretta (Carole Landis) and her jewels tempt them. Vidocq then meets a marquise and plots to steal her stash of jewels. With the help of the minister of police's daughter, Therese (Signe Hasso), Vidoqc finds himself unexpectedly replacing the police chief and reconsidering his ways.",75,62,"A Scandal in Paris"
