"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Cecil B. DeMille","Cecil B. DeMille, William H. Pine","Lynn Riggs, Harold Lamb, Waldemar Young","Paramount","Western","English","Jun 1, 2004","1h 53m","In this Western from renowned director Cecil B. DeMille, Wild Bill Hickok (Gary Cooper) is caught in the midst of a battle between Indians and General Custer's troops. Having secured the release of Calamity Jane (Jean Arthur) from her Native American captors, Wild Bill aims to settle a score with the greedy gun merchant who armed the Indians. With the help of Buffalo Bill Cody (James Ellison), he gets his man -- but pays a price in the process.",100,52,"The Plainsman"
