"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Larry Cohen","Larry Cohen","Larco Productions","R","Comedy","English","Sep 29, 2016","1h 35m","A potential rapist (Yaphet Kotto) enters a Beverly Hills home and sends the husband (Andrew Duggan) to the bank while he stays with the wife (Joyce Van Patten).",57,75,"Bone"
