"Director","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Frank, Rudy Wurlitzer","R","Drama","English","1h 31m","A failed rock star (Kevin J. O'Connor) leaves New York for Canada, paid to locate an elusive guitar maker (Harris Yulin).",100,74,"Candy Mountain"
