"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sanjay Patel","Nicole Paradis Grindle","PG (Some Scary Images)","Fantasy, Adventure, Animation","English","Feb 7, 2017","7m","A young boy dreams about the Hindu gods being superheroes.",78,76,"Sanjay's Super Team"
