"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Li Shaohong","Liao Yimei","Arc Light Films","Drama","Chinese","Oct 15, 2016","1h 35m","Dolby Digital","A college student (Zhou Xun) falls for a manipulative trucker (Wu Jun) who turns her life upside down.",80,79,"Stolen Life"
