"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bob Rafelson","Dashiell Hammett, Christopher Canaan, Steve Barancik","ApolloMedia Distribution","R","Mystery & Thriller, Crime, Drama","English","Apr 1, 2010","1h 43m","Surround","Police Detective Jack Friar (Samuel L. Jackson) is searching for a runaway teen when he's taken hostage by a band of thieves. Tyrone (Stellan Skarsgard), the group's leader, decides to leave their new hostage with his shady girlfriend, Erin (Milla Jovovich), while he, Hoop (Doug Hutchison) and David (Jonathan Higgins) rob a nearby bank. As the hours tick by, Jack and Erin bond over their love of the cello and begin to blur the lines of their uneasy relationship.",25,25,"The House on Turk Street"
