"Director","Creator","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Chuck Sheetz","Paul Germain, Joe Ansolabehere","Paul Germain, Joe Ansolabehere, Stephen Swofford","Joe Ansolabehere, Paul Germain, Jonathan Greenberg, Jonathan Greenberg","Walt Disney Pictures","Walt Disney Television Animation","G","Kids & Family, Comedy, Animation","English","Feb 16, 2001, Wide","Jan 1, 2014","$36.7M","1h 22m","Dolby Stereo, Dolby A, SDDS, DTS, Surround, Dolby Digital, Dolby SR","Flat (1.85:1)","The school year is finally over, and T.J. Detweiler is looking forward to a fun-filled summer. Boredom quickly sets in until T.J. uncovers a scheme to do away with summer vacation! Former principal Dr. Benedict, who once tried to eliminate recess from the school day, now plans to use a laser beam to alter the weather and create permanent winter. It sure would be tough to go to school year-round, so T.J. calls in all his friends for help.",60,56,"Recess: School's Out"
