"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jota Linares","Drama","English","Apr 12, 2019","1h 30m","In their last night living together, four roommates play a game in which a secret that will change their lives forever is revealed.",83,41,"Who Would You Take to a Deserted Island?"
