"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Angela Schanelec","Angela Schanelec","Drama","German","Nov 1, 2020","$14.1K","1h 45m","After a 13-year-old disappears for a week and suddenly reappears, his mother and teachers are confronted with existential questions that change their whole view of life.",88,33,"I Was at Home, But"
