"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Yvan Le Moine","Yvan Le Moine, Michel Tournier","Cable Hogue Co. Ltd., Samuel Goldwyn Company","Classic S.r.1, Le Studio Canal +, Mainstream, Parma Film, A.A. Les Films Belge","R","Comedy, Drama","French (Canada)","Dec 23, 1999, Wide","Apr 18, 2000","$6.5K","1h 44m","Dolby SR","A lonely dwarf (Jean-Yves Thual) turns violent when a torrid affair with a business client (Anita Ekberg) ends.",63,58,"The Red Dwarf"
