"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jackie Chan","Columbia, TriStar Pictures","PG-13","Action","Chinese","Dec 23, 2003","1h 50m","A poor country boy (Jackie Chan) heads Hong Kong's crime world while romancing a nightclub singer (Anita Mui) in the 1930s.",60,74,"Miracles"
