"Director","Producer","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Árpád Sopsits","Attila Tõzsér, Gábor Ferenczy","Crime, Drama, Mystery & Thriller","Hungarian","Jun 8, 2018","2h 1m","An innocent man is sent to jail after a series of atrocious murder shocks a small Hungarian town.",83,68,"Strangled"
