"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Sergei M. Eisenstein","Jacob Bliokh","Nina Agadzhanova, Nikolay Aseev, Sergei M. Eisenstein, Sergei Tretyakov","Amkino Corporation, Reel Media International [us], Grapevine Video, Image Entertainment Inc.","Goskino","History, Drama, Mystery & Thriller","Russian","Dec 5, 1926, Original","Jul 15, 2008","$51.0K","1h 7m","Academy (1.33:1)","When they are fed rancid meat, the sailors on the Potemkin revolt against their harsh conditions. Led by Vakulinchuk (Aleksandr Antonov), the sailors kill the officers of the ship to gain their freedom. Vakulinchuk is also killed, and the people of Odessa honor him as a symbol of revolution. Tsarist soldiers arrive and massacre the civilians to quell the uprising. A squadron of ships is sent to overthrow the Potemkin, but the ships side with the revolt and refuse to attack.",100,86,"Battleship Potemkin"
