"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Walter Hill","Columbia, TriStar Pictures","R","Musical","English","May 25, 2010","$5.2M","1h 38m","Surround","A guitar student (Ralph Macchio) tours the Deep South with an old blues man (Joe Seneca), chasing a lost song written by Robert Johnson.",76,82,"Crossroads"
