"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Vittorio De Sica","Angelo Rizzoli, Giuseppe Amato, Vittorio De Sica","Cesar Zavattini","Rialto Pictures","Rizzoli Film","Drama","Italian","Jan 20, 1952, Original","Nov 7, 1955","Mar 11, 2017","$74.3K","1h 31m","Mono","When elderly pensioner Umberto Domenico Ferrari (Carlo Battisti) returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady (Lina Gennari) demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid (Maria-Pia Casilio) for temporary safekeeping.",98,93,"Umberto D"
