"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Martin J Pickering","Martin J Pickering","Martin J Pickering, Mark Pickering","Big Head Media","Drama, Horror","English (United Kingdom)","Aug 13, 2019","1h 20m","A man is thrown out of his house for cheating on his wife and finds himself back in his hometown. When he arrives, he discovers that his friend has become possessed by a group of demonic witches.",0,20,"Wicked Witches"
