"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Geoff Burton, Kevin Dowling","Samuel Goldwyn Company, Hallmark Entertainment, Miramax Films","Samuel Goldwyn Company","R","Drama, LGBTQ+","English","Mar 8, 1994, Original","Sep 14, 2020","$743.0K","1h 39m","Stereo","Harry (Jack Thompson), a middle-aged father who suffered through the death of his wife, is ready to get back into dating. Harry shares a home with his gay son, Jeff (Russell Crowe), who is also looking for a serious relationship. Harry and Jeff, who are very close, decide to help each another look for potential partners. Jeff finds a boyfriend who is still in the closet, and Harry begins dating Joyce (Deborah Kennedy). She has a bias against gays, which puts Harry in a tough spot.",63,80,"The Sum of Us"
