"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Uli Edel","Bernd Eichinger","Allied Filmmakers","R","Drama","English","May 4, 1989, Original","Oct 10, 2011","$1.2M","1h 42m","Surround","A homosexual factory worker (Stephen Lang) and a teenage hooker (Jennifer Jason Leigh) symbolize the damned in 1952 Brooklyn.",67,74,"Last Exit to Brooklyn"
