"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Le-Van Kiet","Well Go USA","Action","Vietnamese","Mar 1, 2019, Limited","Jun 25, 2019","$594.2K","1h 38m","A former gang leader battles human traffickers to save her kidnapped daughter.",95,82,"Furie"
