"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Sanezumi Fujimoto, Akira Kurosawa","Shinobu Hashimoto, Ryûzô Kikushima, Akira Kurosawa, Hideo Oguni","Toho Company Ltd.","Comedy, Adventure, Drama","Japanese","Jan 23, 1962, Wide","Jan 7, 2017","2h 19m","Mono","Scope (2.35:1)","Japanese peasants Matashichi (Kamatari Fujiwara) and Tahei (Minoru Chiaki) try and fail to make a profit from a tribal war. They find a man and woman whom they believe are simple tribe members hiding in a fortress. Although the peasants don't know that Rokurota (Toshirô Mifune) is a general and Yuki (Misa Uehara) is a princess, the peasants agree to accompany the pair to safety in return for gold. Along the way, the general must prove his expertise in battle while also hiding his identity.",96,92,"The Hidden Fortress"
