"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Bernardo Bertolucci","R","Drama","English","Dec 6, 2016","2h 24m","Teenager Joe Silveri (Matthew Barry) has a troubled relationship with his mother, Caterina (Jill Clayburgh), a renowned opera singer, and her husband, Douglas Winter (Fred Gwynne). After Douglas commits suicide, Caterina moves to Rome to join an opera tour, taking Joe with her. However, Joe becomes increasingly unstable and develops a heroin addiction. Sensing her son is slipping away, Caterina attempts to form a closer bond with him, but the two soon develop an unusual relationship.",46,69,"Luna"
