"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Greenaway","Kees Kasander, Denis Wigman","Peter Greenaway","Allarts Enterprises","R","Comedy","English","Apr 26, 1991, Original","Apr 23, 2012","$22.1K","1h 59m","Surround","Cissie Colpitts (Joan Plowright) drowns her cheating husband and in the ensuing cover-up enlists the help of lonely coroner Henry Madgett (Bernard Hill), an old friend with a longstanding weakness for her charms. But when Cissie's daughter (Juliet Stevenson) and granddaughter (Joely Richardson) both decide to resort to the same methods for solving conflicts with their own frustrating husbands, the Colpitts women and their repeated appeals for help begin to wear on Madgett's conscience.",88,88,"Drowning by Numbers"
