"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Malou Reymann","Matilda Appelin, Rene Ezra","Malou Reymann","Modern Films","Nordisk Film Production","Drama","Danish","Oct 2, 2020, Limited","1h 33m","A girl tries to come to terms with her father's decision to transition to a woman.",71,NA,"A Perfectly Normal Family"
