"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Gabriel Bienczycki, Richard Karpala","Richard Karpala, Gabriel Bienczycki","Richard Karpala","Drama, Horror","English","1h 20m","On the night of first harvest, three brothers in the American West set out to see a dead witch buried by their friend. When they accidentally desecrate the body, they learn the only way to stop a curse on their family is to burn it before sunrise. This story deals in many ways with the costs of coming-of-age. To leave the shelter of home and venture off into the unknown under the burden of youthful free will without a grasp of the consequences.",80,NA,"Falling Stars"
