"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Andrew Gallerani","Heath McLaughlin","Stan Williamson","Heartland Films, Curb Entertainment","BMG Independents, Wind Chill Productions","PG-13","Romance, Comedy","English","Mar 8, 1997, Original","Feb 6, 2020","1h 44m","Dolby","A tour-bus driver (Jeremy Piven) meets his favorite actress (Sherilyn Fenn), who mistakes him for a famous scriptwriter and arranges to meet again.",50,57,"Just Write"
