"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Pete Chatmon","Lynn Appelle, Pete Chatmon","Pete Chatmon","PalmStar Media, Double7 Images","R (Language)","Comedy, Drama","English","Dec 15, 2015","1h 37m","Reginald ""Cool"" Coolidge (Dorian Missick) is an actor hoping for his big break away from stereotypical black roles. When his ex-fiancée, Charli (Zoe Saldana), pulls in to the gas station where he works, Cool realizes that he still loves her after three years apart. But there is one problem: Charli's wedding to another man is only 36 hours away. Desperate to win her back, Cool uses his talents as an actor to convince Charli that she is choosing the wrong man.",88,64,"Premium"
