"Director","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Raoul Walsh","Malcolm Stuart Boylan, James T. O'Donohoe","Fox Film Corporation","Fox Film Corporation","Comedy, Drama","Nov 23, 1926, Original","May 25, 2004","2h 0m","U.S. Marines sergeants Flagg (Victor McLaglen) and Quirt (Edmund Lowe) have been bitter rivals for years, but when Flagg is promoted to captain and Quirt is assigned to his unit as his senior non-commissioned officer, their competition flares anew. Assigned to the front lines in France during World War I, Quirt and Flagg tussle over the lovely young Charmaine de la Cognac (Dolores del Río), daughter of local innkeeper Cognac Pete (William V. Mong).",100,77,"What Price Glory?"
