"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Dindal","Mark Dindal, Robert Lence, Brian McEntee, Rick Schneider, David Womersley, Kelvin Yasuda, Bobs Gannaway, Cliff Ruby, Elana Lesser, Theresa Pettengill","Warner Bros. Pictures","David Kirschner Productions, Turner Feature Animation, Turner Pictures","G","Kids & Family, Musical, Animation","English","Mar 26, 1997, Wide","Jan 1, 2009","$3.6M","1h 15m","Dolby SR, DTS, Dolby Digital, Dolby A, Surround","A world of cats and Danny (Scott Bakula) is trying to break into '30s Hollywood. His only problem is that he's a cat and he can't understand why he's only getting parts playing an animal. He gets into trouble with a human star and almost sees his chance at a movie career disappear.",71,80,"Cats Don't Dance"
