"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Isao Takahata","Isao Takahata","Drama, War, Anime","Japanese","Mar 11, 2017","1h 28m","A teenager (J. Robert Spencer) is charged with the care of his younger sister (Rhoda Chrosite) after an Allied firebombing during World War II destroys their home and kills their mother.",100,95,"Grave of the Fireflies"
