"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Les Blair","Sarah Curtis","British Screen Productions, Parallax Pictures, Channel Four Films","R","Comedy","English","Sep 3, 1993, Original","Mar 10, 2017","1h 40m","Surround","Gerry McAllister (Stephen Rea), a city planner growing weary of his job's endless frustrations, and his wife, Ellie (Sinead Cusack), a bookstore clerk who wants to be a writer, are Irish immigrants in middle-class North London. The couple normally muddle through with relative cheer, but when their shady contractor pal, Howard (Philip Jackson), convinces them to let his identical-twin builders (Phil Daniels) remodel their bathroom, the additional stress reveals the strain in their marriage.",100,40,"Bad Behaviour"
