"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lieven Debrauwer","Dominique Janne","Jacques Boon, Lieven Debrauwer","Sony Pictures Classics","Buena Vista (Walt Disney)","PG (Brief Language)","Comedy, Drama","Dutch","Mar 15, 2002, Wide","$139.5K","1h 18m","Dolby SR, DTS, Dolby Stereo, Surround, Dolby A, Dolby Digital","Flat (1.85:1)","A delightfully bittersweet story of four elderly sisters and their relationship with each other. For Pauline (Dora van der Groen), life is simple. She lives with Martha (Julienne De Bruyn), the eldest of her four sisters, in a small town between Brussels and the seacoast. When Martha suddenly dies, everyone's world is turned upside down. Neither Paulette (Ann Petersen) or their youngest sister Cecile (Rosemarie Bergmans), feel they can be responsible for caring for their sister.",84,81,"Pauline and Paulette"
