"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Mel Brooks","Ronald H. Gilbert, Michael Hertzberg","Universal Marion Corporation","Crossbow Productions","G","Comedy","English","Oct 28, 1970, Original","Sep 5, 2006","1h 34m","In the wake of the Bolshevik Revolution, erstwhile count Ippolit Vorobyaninov (Ron Moody) has been reduced to being a simple clerk. But, before his mother-in-law dies, she reveals to him and local priest Father Fyodor (Dom DeLuise) that the family jewels, thought lost, are hidden in one of 12 English chairs that once adorned their mansion in Moscow. Partnering with small-time hood Ostap Bender (Frank Langella), Ippolit races to find the loot before Father Fyodor, who wants it for himself.",93,62,"The Twelve Chairs"
