"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Léa Pool","Lorraine Richard, Carole Scotta, Alfi Sinniger","Nancy Huston, Léa Pool, Isabelle Raynault","Merchant-Ivory Productions [us], Artistic License","Haut et Court, Catpics AG, Cité-Amérique","Drama","French (Canada)","Feb 12, 1999, Original","$73.4K","1h 34m","In the 1960s, Hanna (Karine Vanasse), a teen girl with a troubled home life, finds solace in films, especially those starring actress Anna Karina, who reminds her of her schoolteacher (Nancy Huston). Hanna's father (Miki Manojlovic) is an unhappy poet, her mother (Pascale Bussières) is exhausted from work and their marriage is failing. Hanna finds support in her brother (Alexandre Merineau) and in Laura (Charlotte Christeler), a girl at school to whom she is becoming increasingly attracted.",83,77,"Set Me Free"
