"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Daina Reid","Anna McLeish, Sarah Shaw, Naomi Mulholland","Hannah Kent","Netflix","Carver Films, XYZ Films, VicScreen","Horror, Mystery & Thriller","English","Jun 28, 2023","1h 40m","As a fertility doctor, Sarah has a firm understanding of the cycle of life. However, when she is forced to make sense of the increasingly strange behavior of her young daughter, Sarah must challenge her own beliefs and confront a ghost from her past.",37,26,"Run Rabbit Run"
