"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gregg Lachow","Jaime Hook","Gregg Lachow","The Asylum, Wiggly World Studios","A Hat In Hands Production, Wiggly World Studios","R","Drama","English","Jun 26, 2002, Wide","Nov 20, 2001","1h 49m","Mono","Flat (1.37:1)","Married Money (Jeff Weatherford) and Georgia (Megan Murphy) begin to part when he seeks a spiritual quest, and she, an old suitor.",40,NA,"Money Buys Happiness"
