"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Valérie Müller, Angelin Preljocaj","Maxim Ajjawi, Gaëlle Bayssière, Didier Creste","Valérie Müller","Oscilloscope Laboratories","Everybody on the Deck, France 2 Cinéma","Drama","French (France)","Aug 25, 2017, Limited","Nov 7, 2017","$165.2K","1h 48m","Scope (2.35:1)","Polina, a gifted Bolshoi ballerina, falls in love with a French dancer who introduces her to contemporary dance and leads her to travel the world.",85,63,"Polina"
