"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Fedor Bondarchuk","Sergey Melkumov, Anton Zlatopolskiy, Dmitriy Rudovskiy, Alexander Rodnyansky","Ilya Tilkin, Sergey Snezhkin","Non-Stop Prods.","R (War Violence)","War, History, Drama","Russian","Apr 29, 2014","$1.0M","2h 11m","In 1942 a small band of Russian soldiers takes over a bombed-out building and continues to fight the Germans for control of Stalingrad. Meanwhile, the Russians find a female survivor in the ruins and adopt her as their mascot.",51,42,"Stalingrad"
