"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"André Téchiné","Alain Sarde","R","Drama","French (Canada)","$1.0M","1h 58m","Surround","When Ivan (Didier Bezace) gets involved in the shady world of car theft, it leads to tragic results that reverberate throughout the lives of those around him. The beautiful Juliette (Laurence Côte) is romantically linked to both Ivan and his brother, Alex (Daniel Auteuil), an uptight police officer. Meanwhile, Marie (Catherine Deneuve), a philosophy professor, harbors feelings for Juliette as well. Crime and passion tie these characters together, leaving them caught in a complex web of drama.",82,78,"Thieves"
