"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kantemir Balagov","Eduard Pichugin, Aleksandr Sokurov, Nikolay Yankin","Kantemir Balagov, Anton Yarush","Drama","Russian","Aug 22, 2019","1h 58m","A poor Jewish couple in Russia face a series of devastating choices when their youngest son and his bride-to-be are kidnapped and held for ransom.",88,66,"Closeness"
