"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Greg Chwerchak","Gabrielle Berberich","Greg Chwerchak, Gabrielle Berberich","Newstyle Releasing","R (Language)","Comedy, Drama, Romance","English","Sep 12, 2008, Limited","Jan 4, 2011","$93.7K","1h 58m","While recovering from her father's death, a young woman (Kim Shaw) spends her summer on the Jersey Shore, where she finds unexpected love.",70,56,"Greetings From the Shore"
