"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Simon Wincer","PG","Horror","English","Jan 1, 2019","1h 36m","A faith healer (Robert Powell) turns his supernatural powers on a hostile PR man (Broderick Crawford) while treating a senator's (David Hemmings) son.",40,48,"Dark Forces"
