"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Richard Marquand","Howard G. Kazanjian","George Lucas, Lawrence Kasdan","20th Century Fox","Lucasfilm Ltd.","PG (Sci-Fi Action Violence)","Sci-Fi, Adventure, Action, Fantasy","English","May 25, 1983, Wide","Mar 29, 1985","Apr 10, 2015","$314.3M","2h 11m","Surround, Dolby A, Dolby Stereo, Magnetic Stereo 6 Track","Scope (2.35:1)","Luke Skywalker (Mark Hamill) battles horrible Jabba the Hut and cruel Darth Vader to save his comrades in the Rebel Alliance and triumph over the Galactic Empire. Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) reaffirm their love and team with Chewbacca, Lando Calrissian (Billy Dee Williams), the Ewoks and the androids C-3PO and R2-D2 to aid in the disruption of the Dark Side and the defeat of the evil emperor.",82,94,"Star Wars: Episode VI - Return of the Jedi"
